redemption_id,c_id,pcode_id,cust_id,redeemed
25923,8,727,1187,0
25924,29,873,1398,0
25926,7,17,553,0
25928,5,893,1436,0
25931,26,942,732,0
25933,26,407,895,0
25934,8,51,1081,0
25935,5,663,301,0
25936,8,62,100,0
25937,29,1040,1099,0
25949,8,654,834,0
25952,7,641,1566,0
25956,8,989,86,0
25960,29,265,1142,0
25961,3,838,590,0
25964,30,336,592,0
25965,8,103,105,0
25975,26,1087,430,0
25976,8,762,1052,0
25978,8,627,652,0
25979,8,707,467,0
25981,29,3,1055,0
25982,30,325,427,0
25983,8,77,234,0
25986,8,558,1264,0
25987,26,985,1299,0
25995,8,6,943,0
25996,8,661,674,0
25997,8,806,645,0
25999,8,604,678,0
26001,8,762,1450,0
26003,8,278,31,0
26012,8,911,622,0
26018,30,872,1086,0
26019,30,1104,1357,0
26021,8,56,216,0
26023,8,62,1145,0
26026,7,392,1093,0
26027,8,559,573,0
26034,30,376,922,0
26035,26,1024,273,0
26036,29,715,659,0
26039,29,458,590,0
26042,8,67,1327,0
26045,8,759,963,0
26046,30,984,1248,0
26047,30,438,1012,0
26048,30,297,23,0
26049,29,896,1044,0
26051,8,93,1142,0
26053,26,754,787,0
26055,8,1059,1050,0
26056,8,248,1311,0
26057,8,1073,822,0
26059,8,77,536,0
26062,8,762,417,0
26074,8,981,267,0
26078,5,279,828,0
26081,2,744,1260,0
26086,8,66,1034,0
26088,8,544,369,0
26091,5,967,1103,0
26095,26,593,231,0
26096,5,663,337,0
26097,8,554,75,0
26101,8,283,965,0
26102,8,558,108,0
26107,30,646,595,0
26110,29,619,1467,0
26113,8,88,516,0
26117,8,558,561,0
26118,29,445,278,0
26121,8,558,807,0
26122,8,63,288,0
26126,8,1085,195,0
26127,8,54,998,0
26129,26,484,1019,0
26133,30,945,99,0
26135,29,975,1229,0
26136,8,67,1231,0
26141,8,615,689,0
26144,8,64,1582,0
26145,8,554,1314,0
26147,8,88,1231,0
26151,28,649,590,0
26152,5,689,378,0
26154,8,579,538,0
26157,5,279,1312,0
26161,8,1085,815,0
26163,8,296,748,0
26164,8,1049,338,0
26165,8,804,1180,0
26167,8,807,162,0
26172,8,627,1047,0
26174,29,696,1106,0
26175,8,810,640,0
26177,8,733,267,0
26180,7,1050,575,0
26181,8,509,696,0
26182,30,439,865,0
26183,8,470,1345,0
26185,8,10,1085,0
26187,30,666,1351,0
26188,8,82,1551,0
26189,5,893,1574,0
26191,8,544,162,0
26192,29,785,575,0
26193,8,1086,757,0
26196,30,918,1298,0
26199,29,868,490,0
26202,30,261,1574,0
26203,8,53,541,0
26204,8,424,1536,0
26207,8,624,1006,0
26208,30,308,400,0
26209,8,725,396,0
26212,8,64,683,0
26213,7,691,518,0
26220,5,1105,688,0
26221,8,1058,977,0
26223,30,414,836,0
26229,30,324,1026,0
26230,26,1039,1211,0
26236,8,1059,1239,1
26237,8,1085,1072,0
26240,8,513,672,0
26241,26,429,1473,0
26242,30,359,439,0
26244,8,682,1536,0
26245,8,882,19,0
26249,8,804,532,0
26250,26,368,1211,0
26256,5,663,407,0
26258,8,103,918,0
26261,3,837,67,0
26262,8,922,1198,0
26264,5,934,80,0
26266,26,695,1159,0
26272,30,362,1071,0
26273,8,383,140,0
26276,2,628,416,0
26277,8,103,161,0
26279,26,536,449,0
26281,30,708,412,0
26283,26,1057,818,0
26284,8,1081,668,0
26285,8,705,215,0
26286,8,83,1270,0
26289,5,279,464,0
26293,30,269,432,0
26295,8,567,101,0
26300,8,45,1236,0
26301,26,315,984,0
26303,28,649,189,0
26305,7,17,883,0
26311,5,1105,1142,0
26315,8,67,43,0
26317,8,60,288,0
26318,8,705,400,0
26322,8,1081,607,0
26325,8,559,1428,0
26327,8,48,775,0
26329,30,678,1192,0
26332,5,689,1434,0
26333,7,691,1070,0
26334,7,641,269,0
26335,8,13,19,0
26336,8,1063,806,0
26339,8,78,72,0
26340,8,52,1369,0
26346,7,986,1269,0
26347,8,513,560,0
26353,30,998,492,0
26358,26,334,93,0
26369,26,298,23,0
26372,26,1011,754,0
26373,26,377,969,0
26375,8,90,498,0
26377,8,89,650,0
26379,8,916,661,0
26390,8,53,46,0
26393,26,930,867,0
26397,28,977,234,0
26404,8,84,1551,0
26406,8,1048,525,0
26408,8,807,1339,0
26413,8,537,560,0
26417,30,1024,1375,0
26419,29,265,1029,0
26424,8,610,624,0
26431,29,1081,1573,0
26432,8,101,1374,0
26439,30,909,776,0
26440,29,1081,131,0
26442,29,985,1,0
26450,29,1035,1216,0
26451,8,585,686,0
26452,26,694,919,0
26457,8,513,1080,0
26462,26,611,1198,0
26464,26,1053,639,0
26466,8,711,1039,0
26467,8,433,421,0
26468,8,883,105,0
26469,8,437,355,0
26471,27,718,1463,0
26474,8,98,1154,0
26475,30,358,15,0
26476,8,1081,253,0
26479,8,1081,1439,0
26484,28,643,590,0
26490,8,1048,33,0
26493,8,85,207,0
26494,26,629,523,0
26496,26,338,1549,0
26500,8,884,59,0
26503,30,706,1415,0
26506,8,942,1338,0
26511,7,691,802,0
26512,8,511,1144,0
26513,8,761,1392,0
26515,8,383,552,0
26519,8,89,100,0
26522,26,379,974,0
26523,27,822,1463,0
26527,29,538,659,0
26529,30,364,745,0
26534,26,739,131,0
26536,30,678,754,0
26537,30,324,1462,0
26543,27,1095,1378,0
26546,7,1102,294,0
26548,8,722,1054,0
26550,29,643,247,0
26558,8,100,1128,0
26559,8,432,584,0
26566,8,54,737,0
26567,8,722,1101,0
26570,7,1102,28,0
26573,8,622,797,0
26575,30,1036,1258,0
26582,8,738,1489,0
26585,26,1048,1543,1
26587,8,73,532,0
26588,26,963,1544,0
26589,8,9,589,0
26593,8,66,552,0
26598,5,893,205,0
26600,8,465,518,0
26607,8,907,1008,0
26608,7,691,791,0
26609,30,341,113,0
26613,8,424,163,0
26614,5,893,1551,0
26632,8,1059,498,0
26633,30,421,419,0
26635,8,915,843,0
26639,8,738,399,0
26642,30,615,342,0
26645,8,810,1157,0
26648,30,1076,698,0
26652,8,103,1321,0
26653,30,5,91,0
26657,8,9,164,0
26670,30,706,679,0
26671,8,293,1522,0
26673,30,311,919,0
26675,30,1024,240,0
26677,8,759,1486,0
26682,26,519,506,0
26684,8,45,1310,0
26687,8,494,542,0
26688,8,51,1232,0
26694,26,315,436,0
26702,30,918,910,0
26703,8,919,1003,0
26711,8,81,1240,0
26713,26,340,1211,0
26714,30,360,1310,0
26716,30,249,550,0
26718,29,621,1167,0
26722,30,814,730,0
26725,8,513,1536,0
26726,8,75,1055,0
26728,8,52,933,0
26734,26,536,712,0
26735,8,383,958,0
26736,30,595,461,0
26737,30,574,290,0
26742,8,14,956,0
26743,8,73,1282,0
26745,26,610,243,0
26746,26,1087,759,0
26748,8,296,1274,0
26749,28,459,1337,0
26751,26,1093,235,0
26755,8,14,1044,0
26756,2,703,679,0
26759,8,66,732,0
26761,29,445,490,0
26763,5,279,1309,0
26768,26,813,1012,0
26774,8,1063,1453,0
26777,8,804,209,0
26778,8,69,241,0
26780,8,1084,39,0
26784,8,883,195,0
26785,29,448,474,0
26786,8,1045,300,0
26787,8,624,228,0
26788,8,1081,598,0
26794,8,581,1029,0
26796,3,584,1457,0
26797,26,316,427,0
26800,7,17,679,0
26803,8,71,1578,0
26805,8,75,66,0
26808,30,998,1044,0
26811,8,738,1111,0
26814,8,970,1313,0
26817,8,1063,1297,0
26818,29,868,113,0
26819,30,691,1544,0
26820,8,544,746,0
26821,30,363,1379,0
26825,8,983,390,0
26829,8,1048,748,0
26834,8,292,46,0
26836,8,61,1145,0
26837,26,1082,1074,0
26839,8,709,1019,0
26840,30,626,733,0
26848,30,614,1351,0
26849,8,73,269,0
26850,8,447,1439,0
26867,30,913,1463,0
26868,8,78,631,0
26870,8,661,1067,0
26872,8,846,1161,0
26873,8,885,1540,0
26879,30,646,1106,0
26881,8,616,1060,0
26883,26,1013,1472,0
26884,8,672,316,0
26892,8,95,1128,0
26893,8,747,917,0
26894,26,824,717,0
26896,8,6,648,0
26899,8,883,613,0
26901,8,804,1357,0
26902,5,1043,1092,0
26904,8,762,699,0
26906,6,677,214,0
26911,8,627,535,0
26914,26,735,1375,0
26915,8,885,650,0
26917,8,81,657,0
26920,27,400,787,0
26922,7,17,1476,0
26925,5,663,302,0
26932,3,671,1140,0
26935,7,687,1208,0
26936,7,392,729,0
26939,29,975,1429,0
26943,26,790,1528,0
26947,26,316,876,0
26952,8,86,550,0
26953,30,747,547,0
26954,30,566,1379,0
26959,26,1006,261,0
26963,8,964,128,0
26965,7,1050,1512,0
26967,26,775,1565,0
26969,8,8,1410,0
26975,8,882,963,0
26978,8,69,718,0
26979,8,624,247,0
26983,8,8,1259,1
26991,30,984,871,0
26992,8,13,1398,0
26998,8,579,509,0
27000,26,905,1191,0
27002,8,656,1373,0
27004,7,641,166,0
27007,8,907,1544,0
27010,30,1104,801,0
27013,8,81,200,0
27026,8,981,797,0
27027,8,60,1340,0
27031,8,1063,1265,0
27033,30,863,93,0
27036,29,613,490,0
27037,30,921,215,0
27039,30,1104,406,0
27040,8,102,1304,0
27041,8,10,4,0
27042,29,674,498,0
27043,8,804,78,0
27044,29,985,1140,0
27045,5,279,466,0
27048,30,706,1248,0
27061,8,761,32,0
27062,5,1105,585,0
27065,8,58,743,0
27067,30,803,9,0
27071,26,859,455,0
27072,8,57,832,0
27074,29,696,1252,0
27075,6,677,637,0
27079,8,490,1274,0
27080,8,741,1400,0
27081,3,395,444,0
27082,8,741,39,0
27083,29,785,590,0
27084,26,916,841,0
27089,8,71,1345,0
27091,7,691,732,0
27093,30,554,387,0
27094,8,383,668,0
27099,5,1043,1332,0
27100,26,344,696,0
27104,8,511,756,0
27105,8,57,1136,0
27107,30,1103,1098,0
27108,8,68,314,0
27109,8,288,430,0
27113,8,740,828,0
27114,8,11,293,0
27121,8,1110,473,0
27124,26,979,1202,0
27131,8,737,839,0
27132,8,928,431,0
27133,26,1072,1010,0
27135,8,49,231,0
27136,5,1043,978,0
27146,7,986,677,0
27149,8,762,719,0
27150,8,1086,938,0
27151,29,1040,1573,0
27153,8,437,1408,0
27154,30,554,103,0
27161,7,691,1537,0
27163,30,909,667,0
27164,8,51,1121,0
27165,8,87,593,0
27166,26,931,225,0
27173,8,60,1435,0
27174,8,101,959,0
27176,5,1105,659,0
27178,8,78,95,0
27180,26,767,1191,0
27181,8,77,1168,0
27183,8,66,1170,0
27184,29,975,1140,0
27185,30,821,191,0
27187,8,722,1546,0
27190,8,84,413,0
27194,29,800,490,0
27198,29,597,1167,0
27200,8,916,707,0
27204,8,916,1567,0
27211,26,855,1298,0
27212,29,982,911,0
27217,8,733,364,0
27218,7,641,421,0
27220,7,986,1438,0
27223,26,301,183,0
27224,8,66,1367,0
27226,30,529,565,1
27232,8,89,271,0
27234,8,276,1555,0
27237,8,759,1479,0
27244,29,800,876,0
27245,26,377,865,0
27246,28,1046,1014,0
27247,8,248,1482,0
27251,8,725,1100,0
27252,26,1080,1174,0
27253,5,279,866,0
27256,26,745,135,0
27260,30,303,836,0
27267,8,97,435,0
27271,8,911,1457,0
27274,8,283,553,0
27277,8,13,744,0
27279,30,325,1324,0
27282,8,1018,1025,0
27283,8,45,968,0
27290,30,1101,191,0
27292,8,269,1312,0
27293,8,71,1016,0
27294,8,509,1568,0
27296,8,740,80,0
27297,8,6,483,0
27299,30,421,195,0
27300,30,961,675,0
27302,7,1050,1341,0
27306,30,343,283,0
27318,29,674,1115,0
27319,8,1059,303,0
27322,7,986,1493,1
27323,8,96,875,0
27327,8,744,478,0
27328,29,1046,368,0
27329,8,449,838,0
27331,8,92,450,0
27333,8,810,633,0
27338,8,1070,317,0
27343,8,1073,1369,0
27344,3,718,464,0
27345,8,256,124,0
27346,8,616,216,0
27347,29,1040,569,0
27348,8,983,1089,0
27349,26,410,667,0
27350,8,6,559,0
27351,8,494,802,0
27353,8,1084,1103,0
27355,26,564,459,0
27360,8,623,1208,0
27362,8,981,659,0
27368,8,449,589,0
27374,30,945,451,0
27378,26,468,1441,0
27379,8,906,659,0
27380,8,63,1392,0
27383,8,817,19,0
27385,29,750,875,0
27386,26,470,858,0
27392,8,672,133,0
27395,27,1091,1378,0
27396,7,691,866,0
27399,8,103,980,0
27402,8,59,798,0
27403,2,1107,1019,0
27404,30,595,1429,0
27409,26,306,1029,0
27410,7,1050,851,0
27411,26,453,198,0
27417,8,920,834,0
27421,8,754,551,0
27423,30,712,1574,0
27426,8,1033,1396,0
27433,8,54,852,0
27434,29,597,207,0
27435,8,1073,1216,0
27437,26,875,99,0
27439,30,376,1299,0
27441,8,424,1187,0
27444,30,370,1061,0
27446,5,689,1470,0
27449,30,849,1379,0
27456,8,865,652,0
27464,30,426,1256,0
27470,8,623,529,0
27471,8,490,1208,0
27477,8,50,755,0
27479,8,82,619,0
27480,26,926,631,0
27486,30,1110,890,0
27491,26,471,916,0
27496,8,88,100,0
27497,8,98,658,0
27504,30,639,565,0
27507,3,835,432,0
27508,8,623,1060,0
27510,8,1033,63,0
27513,30,1101,369,0
27517,8,740,1182,0
27519,5,689,1490,0
27523,8,554,1014,0
27528,8,741,785,0
27529,3,827,67,0
27535,8,96,1280,0
27541,8,59,915,0
27544,26,867,207,0
27549,8,89,319,0
27551,7,1102,1477,0
27552,8,81,505,0
27553,8,915,487,0
27555,8,920,817,0
27559,8,383,574,0
27564,8,727,363,0
27566,8,916,127,0
27568,8,817,128,0
27571,8,101,1123,0
27572,8,879,171,0
27573,8,792,113,0
27574,30,913,1333,0
27575,8,1045,659,0
27576,30,984,432,0
27578,8,981,485,0
27581,28,977,1547,0
27582,8,103,92,0
27585,8,278,977,0
27590,8,981,668,0
27597,5,893,1028,0
27598,8,67,609,0
27600,8,658,1466,0
27611,30,754,9,0
27614,30,706,642,0
27617,29,458,1309,0
27629,8,285,411,0
27630,29,418,474,0
27638,8,430,1077,0
27639,8,747,1295,0
27640,8,248,1418,0
27644,26,739,519,0
27648,26,609,321,0
27650,8,247,188,0
27651,26,729,1378,0
27653,8,610,714,0
27654,30,391,919,0
27655,27,722,310,0
27656,5,663,31,0
27657,8,754,398,0
27659,8,559,749,0
27661,30,919,1298,0
27664,8,616,573,0
27666,5,279,1289,0
27667,8,95,84,0
27669,8,725,1046,0
27672,29,619,865,0
27675,8,916,452,0
27677,8,1002,1161,0
27678,8,733,509,0
27679,8,98,892,0
27683,8,99,39,0
27693,8,723,655,0
27695,30,1001,1081,0
27696,30,1076,225,0
27699,8,907,1091,0
27707,30,933,1328,0
27709,8,58,1184,0
27712,30,961,578,0
27713,26,867,427,0
27717,28,977,1463,0
27719,26,749,865,0
27721,29,896,973,0
27724,8,981,861,0
27729,29,1035,498,0
27730,8,278,330,0
27733,8,96,144,0
27741,8,49,621,0
27742,8,102,722,0
27743,29,715,1216,0
27750,8,68,914,0
27754,8,447,151,0
27758,8,64,257,0
27761,2,559,843,0
27764,30,342,1104,0
27766,8,983,1007,0
27769,8,47,915,0
27770,26,492,974,0
27772,8,882,514,0
27773,30,918,121,0
27777,8,554,1481,0
27778,26,852,65,0
27780,26,1020,103,0
27781,8,807,1398,0
27783,8,920,444,0
27784,8,248,839,0
27785,8,89,330,0
27788,30,468,935,0
27790,8,694,378,0
27791,8,76,303,0
27792,29,3,1296,0
27793,8,87,1239,0
27797,29,621,498,0
27800,8,54,798,0
27807,8,83,444,0
27809,30,479,637,0
27812,8,725,401,0
27813,5,663,8,0
27814,8,579,377,0
27816,30,994,1258,0
27820,8,12,1085,0
27822,8,983,569,0
27823,8,1045,1092,0
27828,8,733,416,0
27829,30,672,635,0
27832,8,77,1411,0
27834,30,594,328,0
27836,26,973,1132,0
27839,8,101,1245,0
27841,8,424,108,0
27853,8,806,1436,0
27859,29,1046,943,0
27860,8,285,140,0
27865,30,579,141,0
27866,8,63,751,0
27867,8,1084,474,0
27870,30,314,787,0
27873,3,822,444,0
27874,8,432,1280,0
27875,8,12,1045,0
27876,26,446,964,0
27878,8,473,1003,0
27885,30,412,569,0
27887,5,689,569,0
27890,2,853,21,0
27892,8,60,1375,0
27893,29,985,386,0
27899,26,365,1463,0
27903,8,1063,185,0
27908,8,430,993,0
27911,8,101,363,0
27912,30,907,406,0
27913,8,906,711,0
27916,8,585,997,0
27917,30,683,1104,0
27921,8,75,1319,0
27927,30,948,1238,0
27928,30,667,1191,0
27929,8,807,250,0
27930,26,609,841,0
27938,8,989,536,0
27940,8,66,81,0
27941,30,863,1390,0
27943,8,741,607,0
27945,8,970,1282,0
27946,30,256,283,0
27947,7,687,1101,0
27948,7,641,332,0
27949,26,305,233,0
27953,8,92,488,0
27955,8,247,1482,0
27958,8,808,1191,0
27960,8,61,150,0
27961,8,449,398,0
27962,8,911,707,0
27963,29,597,556,0
27966,30,359,344,0
27969,26,1039,1291,0
27970,8,700,1188,0
27974,8,11,1372,0
27976,26,947,435,0
27978,26,870,400,0
27984,30,1076,957,0
27985,8,598,764,0
27987,30,909,27,0
27992,8,470,539,0
27999,8,54,64,0
28005,8,449,1100,0
28012,30,615,1144,0
28016,26,309,1357,0
28017,30,563,313,0
28019,8,757,557,0
28020,5,934,8,0
28021,8,14,1320,0
28023,29,597,992,0
28024,8,75,1236,0
28026,26,870,269,0
28027,29,448,1045,0
28028,8,747,1527,0
28030,30,691,1086,0
28034,26,936,958,0
28038,29,800,386,0
28042,30,798,103,0
28045,8,383,1104,0
28051,26,307,630,0
28052,8,82,45,0
28054,8,674,173,0
28055,26,824,683,0
28056,30,552,235,1
28058,8,271,293,0
28060,8,1058,1010,0
28062,5,431,1122,0
28063,8,723,51,0
28064,30,889,195,0
28065,30,359,816,0
28066,8,1049,883,0
28068,26,629,1224,0
28069,8,817,904,0
28070,30,579,637,0
28071,26,484,834,0
28073,8,383,1029,0
28074,8,91,722,0
28075,8,579,1073,0
28078,8,658,936,0
28079,30,362,1521,0
28081,8,96,37,0
28083,8,49,159,0
28086,8,846,1051,0
28093,29,868,1573,0
28097,7,641,651,0
28098,29,868,1338,0
28099,26,491,123,0
28101,26,998,507,0
28105,8,658,752,0
28109,26,502,198,0
28112,30,522,1086,0
28119,29,416,586,0
28120,29,243,207,0
28121,30,354,464,0
28123,30,914,207,0
28129,8,793,1210,0
28130,8,694,830,0
28131,8,283,854,0
28135,8,95,1330,0
28136,7,1050,1475,0
28144,8,793,1455,0
28146,26,666,1363,0
28150,30,872,72,0
28151,26,767,1258,0
28153,8,627,714,0
28159,7,687,1446,0
28163,8,8,505,0
28165,3,404,1140,0
28170,26,326,1140,0
28171,8,10,1522,0
28177,26,729,361,0
28180,29,243,795,0
28182,30,291,1464,0
28187,30,1067,1064,0
28189,30,866,401,0
28196,8,755,815,0
28198,26,739,1565,0
28200,8,1058,411,0
28204,8,90,724,0
28212,28,407,72,0
28215,26,729,1290,0
28217,30,382,919,0
28219,8,513,686,0
28221,26,694,1170,0
28222,8,63,537,0
28229,30,579,565,0
28234,30,659,858,0
28237,30,563,797,0
28247,26,319,442,0
28251,8,558,817,0
28254,29,458,498,0
28255,8,97,1466,0
28262,6,677,1273,0
28263,26,916,998,0
28270,8,723,1193,0
28271,8,725,637,0
28274,8,1058,746,0
28281,8,754,891,1
28285,8,806,577,0
28286,8,285,761,0
28289,8,711,1028,0
28291,8,879,704,0
28292,29,943,1432,0
28293,8,727,577,0
28296,30,704,992,0
28300,8,744,101,0
28301,8,707,539,0
28302,8,554,66,0
28303,8,51,63,0
28305,29,975,386,0
28306,26,1000,1125,0
28307,27,1098,503,0
28309,8,513,123,0
28318,6,677,687,0
28322,29,538,1485,0
28324,8,915,1486,0
28325,30,1068,1520,0
28327,8,85,1022,0
28331,8,81,1295,0
28332,26,529,619,0
28333,30,346,1429,0
28336,8,757,653,0
28338,29,448,1110,0
28342,8,58,373,0
28343,5,689,1145,0
28347,8,83,611,0
28349,29,458,1162,0
28351,26,870,1296,0
28352,8,757,184,0
28361,30,486,1378,0
28364,8,983,964,0
28370,8,622,865,0
28372,29,443,677,0
28375,8,544,1418,0
28385,29,418,1140,0
28391,8,879,785,0
28392,28,407,787,0
28393,8,63,1276,0
28394,2,628,852,0
28396,7,641,1109,0
28398,8,49,267,0
28401,8,283,1486,0
28406,8,288,696,0
28413,8,87,208,0
28416,8,916,413,0
28419,8,1048,854,0
28420,8,494,727,0
28421,8,383,598,0
28425,8,747,784,0
28427,8,757,275,0
28430,8,98,873,0
28431,8,46,1307,0
28433,8,53,624,0
28444,8,78,1327,0
28446,26,942,90,0
28448,8,75,1264,0
28449,8,727,1244,0
28451,29,448,81,0
28455,8,76,835,0
28460,8,616,104,0
28461,2,744,619,0
28465,8,615,1290,0
28470,8,87,1079,0
28472,5,1043,829,0
28476,8,624,149,0
28479,8,54,542,0
28482,26,1,427,0
28483,8,1059,1064,0
28488,8,1000,93,0
28491,30,449,849,0
28494,8,102,649,0
28495,8,66,1279,0
28497,8,610,1176,0
28500,8,490,1485,0
28502,30,360,490,0
28510,30,336,121,0
28514,26,1106,1415,0
28518,8,97,493,0
28519,26,875,1049,0
28521,8,738,373,0
28522,8,1015,1429,0
28526,30,668,464,0
28531,30,814,653,0
28536,29,538,398,0
28538,8,433,718,0
28540,30,336,1309,0
28541,26,769,1534,0
28542,5,689,1466,0
28544,29,3,1165,0
28552,8,585,92,0
28556,26,1043,113,0
28562,8,1048,584,0
28567,26,1080,300,0
28570,29,643,825,0
28575,2,642,1260,0
28579,8,437,1197,0
28580,30,470,1288,0
28584,30,889,432,0
28585,5,955,7,0
28589,26,327,712,0
28590,30,754,231,0
28592,8,970,377,0
28595,30,939,400,0
28596,26,925,1167,0
28600,30,371,1192,0
28601,8,579,1567,0
28602,2,853,435,0
28611,5,663,978,0
28615,7,1050,1049,0
28618,8,437,970,0
28619,7,687,572,0
28620,8,93,357,0
28624,26,306,510,0
28625,8,511,993,0
28627,29,982,1195,0
28633,8,513,368,0
28639,30,522,791,0
28643,30,438,215,0
28649,8,920,386,0
28652,30,900,1167,0
28653,8,624,1155,0
28659,26,564,927,0
28663,27,825,1074,0
28664,30,984,393,0
28666,8,532,301,0
28668,29,3,556,0
28677,3,400,1457,0
28679,26,319,1467,0
28680,2,642,153,0
28681,30,486,922,0
28682,8,981,303,0
28688,26,466,895,0
28689,26,769,895,0
28693,5,279,958,0
28695,26,610,19,0
28696,30,414,455,0
28697,8,807,153,0
28699,7,1050,119,0
28702,8,7,1274,0
28703,8,433,260,0
28705,7,641,422,0
28709,26,519,490,0
28710,8,511,387,0
28711,7,1102,1312,0
28713,8,470,108,0
28716,30,541,503,0
28717,8,700,194,0
28718,30,614,1192,0
28722,8,989,320,0
28723,8,738,1153,0
28724,30,858,1333,0
28726,30,900,1087,0
28727,26,1009,261,0
28729,30,294,615,0
28735,8,90,478,0
28736,8,98,1536,0
28744,8,81,411,0
28745,26,912,357,0
28751,8,1045,651,0
28752,8,72,1233,0
28756,30,602,583,0
28763,8,792,1270,0
28767,8,71,616,0
28775,8,1058,559,0
28777,8,645,367,0
28786,30,900,1044,0
28787,8,430,1134,0
28790,5,1105,1463,0
28791,26,344,235,0
28794,26,453,1267,0
28797,8,805,1273,0
28808,8,511,1084,0
28809,8,285,103,0
28810,8,920,906,0
28813,29,1081,795,0
28819,8,1059,914,0
28820,8,437,615,0
28828,8,501,70,0
28830,26,519,639,0
28832,8,6,906,0
28833,8,48,1384,0
28837,26,1106,590,0
28839,30,1001,865,0
28846,30,479,1167,0
28848,8,970,383,0
28856,8,8,123,0
28861,26,775,797,0
28863,29,868,1195,0
28877,8,248,301,0
28878,7,392,301,0
28879,8,920,350,0
28880,2,981,635,0
28882,8,979,1266,0
28887,26,583,1167,0
28889,26,317,503,0
28898,7,1050,1323,0
28899,8,579,176,0
28903,29,896,855,0
28906,26,695,235,0
28912,8,942,1520,0
28915,8,8,1494,0
28917,8,269,719,0
28918,8,970,1344,0
28920,8,98,294,0
28921,30,1103,135,0
28930,26,298,103,0
28932,26,519,507,0
28938,29,458,1195,0
28947,29,750,102,0
28948,7,986,271,0
28950,7,17,495,0
28951,5,893,458,0
28954,26,1090,588,0
28955,8,14,185,0
28956,7,17,269,0
28963,30,849,1462,0
28970,29,785,102,0
28972,8,56,1023,0
28975,8,1018,1109,0
28985,8,581,904,0
28986,30,914,685,0
28993,5,955,1093,0
28998,7,17,1046,0
29002,8,817,327,0
29006,7,986,289,0
29009,8,598,587,0
29010,30,872,235,1
29012,30,341,937,0
29014,8,807,1311,0
29017,8,807,383,0
29026,30,672,240,0
29029,30,364,1081,0
29030,8,674,1058,0
29031,8,550,225,0
29036,8,812,292,0
29038,8,87,1169,0
29039,8,1059,689,0
29041,8,65,125,0
29046,8,66,830,0
29049,8,772,1209,0
29054,26,478,706,0
29055,8,889,319,0
29057,8,84,1072,0
29058,26,748,927,0
29059,8,792,957,0
29061,8,656,874,0
29063,8,865,1007,0
29066,30,310,1534,0
29070,8,285,1494,0
29073,29,416,1242,0
29074,30,708,263,0
29075,8,747,1413,0
29076,5,934,56,0
29082,8,707,1023,0
29086,30,427,362,0
29087,7,691,1046,0
29092,8,47,326,0
29094,5,893,1466,0
29102,26,647,151,0
29105,30,510,992,0
29109,28,977,231,0
29110,5,955,1419,0
29115,8,1110,1014,0
29117,8,882,378,0
29118,8,616,469,0
29119,8,14,1336,0
29120,8,13,1158,0
29126,26,917,910,0
29128,28,1041,1332,0
29129,26,611,99,0
29130,8,727,434,0
29133,26,898,1544,0
29134,29,418,23,0
29135,8,88,875,0
29140,8,727,1174,0
29142,8,501,294,0
29143,29,975,669,0
29145,8,983,417,0
29147,29,416,1045,0
29150,8,1059,1410,0
29154,5,955,432,0
29157,26,1080,1079,0
29171,30,667,513,0
29173,8,1017,1324,0
29174,30,332,615,0
29179,8,656,1292,0
29180,30,1068,766,0
29181,26,468,1146,0
29185,8,889,1335,0
29186,28,407,1014,0
29187,8,68,1480,0
29188,28,993,231,0
29190,8,882,1238,0
29191,29,418,784,0
29194,30,631,1387,0
29196,8,48,173,0
29198,8,288,40,0
29202,5,893,88,0
29204,8,882,1003,0
29205,8,922,686,0
29207,8,654,338,0
29210,29,715,677,0
29213,7,986,1291,0
29215,30,1068,1367,0
29216,8,473,686,0
29218,8,98,800,0
29220,30,984,825,0
29225,30,667,1481,0
29226,8,1048,1019,0
29231,8,1000,179,0
29233,26,1080,303,0
29234,30,358,1298,0
29238,26,776,630,0
29239,8,615,545,0
29240,30,814,1174,0
29242,26,344,1323,0
29243,8,430,1098,0
29248,8,674,1197,0
29250,8,661,746,0
29255,8,885,838,0
29258,8,885,498,0
29259,30,894,957,0
29262,8,1015,325,0
29267,8,432,1189,0
29269,29,896,1229,0
29272,8,554,1305,0
29273,7,687,80,0
29282,5,1105,60,0
29284,26,1024,283,0
29285,8,537,1101,0
29289,8,88,143,0
29290,30,331,417,0
29294,5,955,408,0
29295,8,90,1581,0
29298,8,71,1521,0
29299,8,101,628,0
29301,8,723,717,0
29302,8,54,257,0
29304,8,47,910,0
29309,8,83,647,0
29311,7,641,1239,0
29318,8,658,867,0
29319,8,257,118,0
29322,29,243,363,0
29328,29,787,795,0
29333,26,304,1019,0
29338,8,276,894,0
29341,8,759,1413,0
29350,30,380,943,0
29353,30,333,1430,0
29355,26,813,787,0
29359,1,442,72,0
29360,8,465,998,0
29361,26,358,1320,0
29365,8,63,157,0
29367,8,433,225,0
29369,8,248,413,0
29372,8,9,952,0
29376,26,947,15,0
29379,8,276,1560,0
29384,8,50,1215,0
29388,8,558,193,0
29389,8,1085,247,0
29391,26,1006,214,0
29392,8,95,978,0
29399,8,449,174,0
29410,8,96,962,0
29411,8,907,767,0
29412,5,934,1167,0
29413,2,559,1191,0
29417,8,91,519,0
29418,8,12,171,0
29422,5,955,1381,0
29424,7,687,28,0
29425,26,752,1169,0
